max_in_o,min_in_o,mean_in_o,median_in_o,std_in_o,var_in_o,fquan_in_o,lquan_in_o,skew_in_o,max_out_o,min_out_o,mean_out_o,median_out_o,std_out_o,var_out_o,fquan_out_o,lquan_out_o,skew_out_o,max_O_conc,min_O_conc,mean_O_conc,median_O_conc,std_O_conc,var_O_conc,fquan_O_conc,lauqn_O_conc,skew_O_conc,max_B,min_B,mean_B,median_B,std_B,var_B,fquan_B,lquan_B,skew_B,inCount,outCount,inSize,outSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,el101,label
123,1,62.0,62.0,1260.6666666666667,35.505868059613285,31.5,92.5,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,123,0,130964,0,536.0,1840.28,3144.56,4448.84,5753.12,7057.4,8361.68,9665.96,10970.24,12274.52,13578.8,14883.08,16187.36,17491.64,18795.92,20100.2,21404.48,22708.76,24013.04,25317.32,26621.6,27925.88,29230.16,30534.44,31838.72,33143.0,34447.28,35751.56,37055.84,38360.12,39664.4,40968.68,42272.96,43577.24,44881.52,46185.8,47490.08,48794.36,50098.64,51402.92,52707.2,54011.48,55315.76,56620.04,57924.32,59228.6,60532.88,61837.16,63141.44,64445.72,65750.0,67054.28,68358.56,69662.84,70967.12,72271.4,73575.68,74879.96,76184.24,77488.52,78792.8,80097.08,81401.36,82705.64,84009.92,85314.2,86618.48,87922.76,89227.04,90531.32,91835.6,93139.88,94444.16,95748.44,97052.72,98357.0,99661.28,100965.56,102269.84,103574.12,104878.4,106182.68,107486.96,108791.24,110095.52,111399.8,112704.08,114008.36,115312.64,116616.92,117921.2,119225.48,120529.76,121834.04,123138.32,124442.6,125746.88,127051.16,128355.44,129659.72,130964.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
80,1,40.5,40.5,533.25,23.092206477510977,20.75,60.25,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,80,0,96160,0,1050.0,2001.1,2952.2,3903.3,4854.4,5805.5,6756.6,7707.7,8658.8,9609.9,10561.0,11512.1,12463.2,13414.3,14365.4,15316.5,16267.6,17218.7,18169.8,19120.9,20072.0,21023.1,21974.2,22925.3,23876.4,24827.5,25778.6,26729.7,27680.8,28631.9,29583.0,30534.1,31485.2,32436.3,33387.4,34338.5,35289.6,36240.7,37191.8,38142.9,39094.0,40045.1,40996.2,41947.3,42898.4,43849.5,44800.6,45751.7,46702.8,47653.9,48605.0,49556.1,50507.2,51458.3,52409.4,53360.5,54311.6,55262.7,56213.8,57164.9,58116.0,59067.1,60018.2,60969.3,61920.4,62871.5,63822.6,64773.7,65724.8,66675.9,67627.0,68578.1,69529.2,70480.3,71431.4,72382.5,73333.6,74284.7,75235.8,76186.9,77138.0,78089.1,79040.2,79991.3,80942.4,81893.5,82844.6,83795.7,84746.8,85697.9,86649.0,87600.1,88551.2,89502.3,90453.4,91404.5,92355.6,93306.7,94257.8,95208.9,96160.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
83,1,42.0,42.0,574.0,23.958297101421877,21.5,62.5,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,83,0,93524,0,536.0,1465.88,2395.76,3325.64,4255.52,5185.4,6115.28,7045.16,7975.04,8904.92,9834.8,10764.68,11694.56,12624.44,13554.32,14484.2,15414.08,16343.96,17273.84,18203.72,19133.6,20063.48,20993.36,21923.24,22853.12,23783.0,24712.88,25642.76,26572.64,27502.52,28432.4,29362.28,30292.16,31222.04,32151.92,33081.8,34011.68,34941.56,35871.44,36801.32,37731.2,38661.08,39590.96,40520.84,41450.72,42380.6,43310.48,44240.36,45170.24,46100.12,47030.0,47959.88,48889.76,49819.64,50749.52,51679.4,52609.28,53539.16,54469.04,55398.92,56328.8,57258.68,58188.56,59118.44,60048.32,60978.2,61908.08,62837.96,63767.84,64697.72,65627.6,66557.48,67487.36,68417.24,69347.12,70277.0,71206.88,72136.76,73066.64,73996.52,74926.4,75856.28,76786.16,77716.04,78645.92,79575.8,80505.68,81435.56,82365.44,83295.32,84225.2,85155.08,86084.96,87014.84,87944.72,88874.6,89804.48,90734.36,91664.24,92594.12,93524.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
77,1,39.0,39.0,494.0,22.22611077089287,20.0,58.0,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,77,0,90932,0,536.0,1439.96,2343.92,3247.88,4151.84,5055.8,5959.76,6863.72,7767.68,8671.64,9575.6,10479.56,11383.52,12287.48,13191.44,14095.4,14999.36,15903.32,16807.28,17711.24,18615.2,19519.16,20423.12,21327.08,22231.04,23135.0,24038.96,24942.92,25846.88,26750.84,27654.8,28558.76,29462.72,30366.68,31270.64,32174.6,33078.56,33982.52,34886.48,35790.44,36694.4,37598.36,38502.32,39406.28,40310.24,41214.2,42118.16,43022.12,43926.08,44830.04,45734.0,46637.96,47541.92,48445.88,49349.84,50253.8,51157.76,52061.72,52965.68,53869.64,54773.6,55677.56,56581.52,57485.48,58389.44,59293.4,60197.36,61101.32,62005.28,62909.24,63813.2,64717.16,65621.12,66525.08,67429.04,68333.0,69236.96,70140.92,71044.88,71948.84,72852.8,73756.76,74660.72,75564.68,76468.64,77372.6,78276.56,79180.52,80084.48,80988.44,81892.4,82796.36,83700.32,84604.28,85508.24,86412.2,87316.16,88220.12,89124.08,90028.04,90932.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
78,1,23.5,29.066666666666666,519.2622222222222,22.7873259120552,9.5,40.5,0.8253482747860149,79,3,49.0,46.69387755102041,402.45730945439396,20.06133867553195,32.0,63.0,-0.3880842076922262,23,11,17.0,17.0,36.0,6.0,14.0,20.0,0.0,2.7868258953094482,0.06371808052062988,0.3189549446105957,0.5172334786119133,0.37620638296924847,0.6133566523396061,0.1649179458618164,0.529350996017456,2.522785825015131,30,49,19207,73714,1050.0,1203.29,1815.42,2734.13,3652.84,3960.45,4418.26,4223.03,3304.32,2385.61,1466.9,548.19,701.48,-217.23,-1135.94,-809.35,109.36,395.93,874.78,1793.49,1927.8,2081.09,1162.38,243.67,-675.04,-1593.75,-2512.46,-3431.17,-4349.88,-5268.59,-6187.3,-7106.01,-8024.72,-8943.43,-9862.14,-9847.15,-9580.44,-8661.73,-8220.98,-7896.31,-7958.4,-8877.11,-9795.82,-10714.53,-10542.76,-10451.95,-11370.66,-12289.37,-13208.08,-14126.79,-15045.5,-15964.21,-16882.92,-16798.37,-16620.34,-17539.05,-18457.76,-19335.53,-19223.18,-20141.89,-21060.6,-21979.31,-22898.02,-23816.73,-24735.44,-25654.15,-26572.86,-27491.57,-28410.28,-29328.99,-30247.7,-31166.41,-32085.12,-33003.83,-33922.54,-34841.25,-35759.96,-36678.67,-37597.38,-38516.09,-39434.8,-40353.51,-41272.22,-42190.93,-43109.64,-44028.35,-44947.06,-45626.23,-45712.48,-46631.19,-47549.9,-48468.61,-49387.32,-50306.03,-51224.74,-52143.45,-53062.16,-53980.87,-54813.58,-54353.71,-54507.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
82,1,41.5,41.5,560.25,23.66960075708925,21.25,61.75,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,82,0,93612,0,536.0,1466.76,2397.52,3328.28,4259.04,5189.8,6120.56,7051.32,7982.08,8912.84,9843.6,10774.36,11705.12,12635.88,13566.64,14497.4,15428.16,16358.92,17289.68,18220.44,19151.2,20081.96,21012.72,21943.48,22874.24,23805.0,24735.76,25666.52,26597.28,27528.04,28458.8,29389.56,30320.32,31251.08,32181.84,33112.6,34043.36,34974.12,35904.88,36835.64,37766.4,38697.16,39627.92,40558.68,41489.44,42420.2,43350.96,44281.72,45212.48,46143.24,47074.0,48004.76,48935.52,49866.28,50797.04,51727.8,52658.56,53589.32,54520.08,55450.84,56381.6,57312.36,58243.12,59173.88,60104.64,61035.4,61966.16,62896.92,63827.68,64758.44,65689.2,66619.96,67550.72,68481.48,69412.24,70343.0,71273.76,72204.52,73135.28,74066.04,74996.8,75927.56,76858.32,77789.08,78719.84,79650.6,80581.36,81512.12,82442.88,83373.64,84304.4,85235.16,86165.92,87096.68,88027.44,88958.2,89888.96,90819.72,91750.48,92681.24,93612.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
102,1,51.5,51.5,866.9166666666666,29.44344862047696,26.25,76.75,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,102,0,106946,0,536.0,1600.1,2664.2,3728.3,4792.4,5856.5,6920.6,7984.7,9048.8,10112.9,11177.0,12241.1,13305.2,14369.3,15433.4,16497.5,17561.6,18625.7,19689.8,20753.9,21818.0,22882.1,23946.2,25010.3,26074.4,27138.5,28202.6,29266.7,30330.8,31394.9,32459.0,33523.1,34587.2,35651.3,36715.4,37779.5,38843.6,39907.7,40971.8,42035.9,43100.0,44164.1,45228.2,46292.3,47356.4,48420.5,49484.6,50548.7,51612.8,52676.9,53741.0,54805.1,55869.2,56933.3,57997.4,59061.5,60125.6,61189.7,62253.8,63317.9,64382.0,65446.1,66510.2,67574.3,68638.4,69702.5,70766.6,71830.7,72894.8,73958.9,75023.0,76087.1,77151.2,78215.3,79279.4,80343.5,81407.6,82471.7,83535.8,84599.9,85664.0,86728.1,87792.2,88856.3,89920.4,90984.5,92048.6,93112.7,94176.8,95240.9,96305.0,97369.1,98433.2,99497.3,100561.4,101625.5,102689.6,103753.7,104817.8,105881.9,106946.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
83,4,45.0,45.107142857142854,552.702806122449,23.509632198791394,26.75,67.25,-0.017209692781395607,84,1,36.5,37.285714285714285,617.5612244897959,24.85077915256976,17.25,59.25,0.10217964360775647,12,10,11.0,11.0,1.0,1.0,10.5,11.5,0.0,2.128493070602417,0.03846406936645508,0.19469237327575684,0.2833319678902626,0.13258066632748772,0.3641162813271163,0.11335998773574829,0.3110200762748718,4.067867374668004,56,28,78112,18584,-536.0,-1497.6,-1784.8,-1895.2,-2238.4,-3144.0,-2182.4,-1220.8,-259.2,702.4,1664.0,2625.6,2712.8,3476.8,2933.6,3044.0,3145.6,3035.2,2924.8,3886.4,4848.0,5809.6,6771.2,7732.8,8694.4,9656.0,10617.6,11579.2,12540.8,13502.4,14464.0,15425.6,15832.8,14871.2,13909.6,13956.0,13845.6,14807.2,15768.8,16730.4,17692.0,18653.6,19615.2,20576.8,20917.6,21428.0,22389.6,23351.2,24312.8,25274.4,26236.0,27197.6,28159.2,29120.8,30082.4,31044.0,32005.6,32967.2,33928.8,33485.6,33708.0,34669.6,35631.2,36592.8,35917.6,34956.0,33994.4,33155.2,33143.2,33253.6,33896.0,34857.6,35819.2,36780.8,37742.4,38704.0,39665.6,40627.2,40527.2,41478.4,42440.0,43401.6,44363.2,45324.8,46286.4,47248.0,48209.6,49171.2,50132.8,51094.4,52056.0,53017.6,53979.2,54543.2,54830.4,55792.0,56753.6,57715.2,58676.8,59638.4,59528.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
92,1,46.5,46.5,705.25,26.556543449779003,23.75,69.25,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,92,0,102996,0,536.0,1560.6,2585.2,3609.8,4634.4,5659.0,6683.6,7708.2,8732.8,9757.4,10782.0,11806.6,12831.2,13855.8,14880.4,15905.0,16929.6,17954.2,18978.8,20003.4,21028.0,22052.6,23077.2,24101.8,25126.4,26151.0,27175.6,28200.2,29224.8,30249.4,31274.0,32298.6,33323.2,34347.8,35372.4,36397.0,37421.6,38446.2,39470.8,40495.4,41520.0,42544.6,43569.2,44593.8,45618.4,46643.0,47667.6,48692.2,49716.8,50741.4,51766.0,52790.6,53815.2,54839.8,55864.4,56889.0,57913.6,58938.2,59962.8,60987.4,62012.0,63036.6,64061.2,65085.8,66110.4,67135.0,68159.6,69184.2,70208.8,71233.4,72258.0,73282.6,74307.2,75331.8,76356.4,77381.0,78405.6,79430.2,80454.8,81479.4,82504.0,83528.6,84553.2,85577.8,86602.4,87627.0,88651.6,89676.2,90700.8,91725.4,92750.0,93774.6,94799.2,95823.8,96848.4,97873.0,98897.6,99922.2,100946.8,101971.4,102996.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
77,1,39.0,39.0,494.0,22.22611077089287,20.0,58.0,0.0,0,0,nan,nan,nan,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,77,0,93524,0,536.0,1465.88,2395.76,3325.64,4255.52,5185.4,6115.28,7045.16,7975.04,8904.92,9834.8,10764.68,11694.56,12624.44,13554.32,14484.2,15414.08,16343.96,17273.84,18203.72,19133.6,20063.48,20993.36,21923.24,22853.12,23783.0,24712.88,25642.76,26572.64,27502.52,28432.4,29362.28,30292.16,31222.04,32151.92,33081.8,34011.68,34941.56,35871.44,36801.32,37731.2,38661.08,39590.96,40520.84,41450.72,42380.6,43310.48,44240.36,45170.24,46100.12,47030.0,47959.88,48889.76,49819.64,50749.52,51679.4,52609.28,53539.16,54469.04,55398.92,56328.8,57258.68,58188.56,59118.44,60048.32,60978.2,61908.08,62837.96,63767.84,64697.72,65627.6,66557.48,67487.36,68417.24,69347.12,70277.0,71206.88,72136.76,73066.64,73996.52,74926.4,75856.28,76786.16,77716.04,78645.92,79575.8,80505.68,81435.56,82365.44,83295.32,84225.2,85155.08,86084.96,87014.84,87944.72,88874.6,89804.48,90734.36,91664.24,92594.12,93524.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
