inCount,outCount,outSize,inSize,el1,el2,el3,el4,el5,el6,el7,el8,el9,el10,el11,el12,el13,el14,el15,el16,el17,el18,el19,el20,el21,el22,el23,el24,el25,el26,el27,el28,el29,el30,el31,el32,el33,el34,el35,el36,el37,el38,el39,el40,el41,el42,el43,el44,el45,el46,el47,el48,el49,el50,el51,el52,el53,el54,el55,el56,el57,el58,el59,el60,el61,el62,el63,el64,el65,el66,el67,el68,el69,el70,el71,el72,el73,el74,el75,el76,el77,el78,el79,el80,el81,el82,el83,el84,el85,el86,el87,el88,el89,el90,el91,el92,el93,el94,el95,el96,el97,el98,el99,el100,label
345,120,70890,230060,-2981.16,-1684.3199999999997,-1039.4799999999996,-2117.3600000000006,-178.20000000000073,1835.0400000000009,3507.880000000001,5180.720000000001,8189.560000000001,11198.400000000001,14207.240000000005,17216.08,16832.92,19841.760000000002,21646.600000000006,23319.440000000002,24931.72,25769.120000000003,25330.039999999994,23090.800000000003,22380.36,22004.48000000001,23850.679999999993,26053.839999999997,23177.0,23599.839999999997,22195.319999999992,24845.520000000004,26073.64,28059.20000000001,29732.040000000008,32740.880000000005,35749.72,38758.56,41767.40000000001,44776.240000000005,47785.08,50793.92000000001,53802.76000000001,56811.600000000006,59820.44,61493.28,63298.12000000001,66174.96000000002,67648.19999999998,69652.64000000001,71325.48000000001,73130.32,76007.16,77680.0,77331.16,74718.32,73402.52000000002,76411.36000000002,78084.20000000001,79757.04000000001,81654.12,82389.28,83879.56,86888.40000000002,89897.24000000002,92906.08000000002,95914.92000000001,98923.76000000001,100827.4,103605.44,106614.28,109623.12,112499.96000000002,115508.80000000002,118517.64000000001,121526.48000000001,124535.32,127544.16,129217.0,131434.15999999997,132533.31999999998,129779.52000000002,129143.63999999998,130649.20000000001,133658.04,136666.88,139675.72,142552.56,144357.40000000002,147366.24000000002,150375.08000000002,153383.92000000004,156392.76,159401.60000000003,162410.44,162879.28000000003,163067.88,164479.03999999998,164285.8,164393.36,162588.51999999996,159843.68,159506.83999999997,159170.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
267,73,30370,187788,2114.92,4295.84,6212.76,8261.68,10310.6,11287.52,13204.44,14181.36,16230.279999999999,18411.2,19124.120000000003,21305.04,23353.96,24330.88,26511.800000000003,28692.72,30873.64,31850.559999999998,34031.48,36212.4,38393.32,40574.240000000005,41896.84,43468.08,43373.0,45553.92,47734.840000000004,49772.24,50760.68,51994.399999999994,52094.520000000004,54275.44,56324.36,57066.72,57474.2,57652.880000000005,57020.04000000001,57996.96000000001,58973.880000000005,59950.8,60927.72,62844.64,62898.44,60717.51999999999,61751.40000000001,61656.32000000001,63837.240000000005,65853.84,65835.08,66704.0,67524.92,68890.16,70418.76000000001,71395.68000000001,73576.6,75757.52,76734.44,78783.36,79628.28,80473.20000000001,80257.88,82295.04000000001,84475.95999999999,86656.88,88837.80000000002,91018.72,93199.64000000001,95380.56,97561.48000000001,97202.4,98179.32,100360.23999999999,102541.16,104722.08000000002,106903.0,109083.92000000001,111264.84,113445.76000000001,115626.68,117807.6,118784.52000000002,119629.44,121810.36000000002,123991.28,126172.20000000001,128353.12,130534.04000000001,132714.96000000002,134763.88,136944.80000000002,139125.72,141306.64,143487.56,145668.48,147849.4,148826.32,151007.24000000002,153188.16,155369.08000000002,157418.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
224,35,23824,165984,-708.5799999999999,-147.15999999999985,-1118.2600000000002,-3015.6800000000003,-2373.1000000000004,-3066.5200000000004,-4228.0599999999995,-2462.6399999999994,-874.7799999999988,-3.7999999999992724,-338.3799999999974,-804.9599999999991,-1271.5400000000009,493.880000000001,-1335.300000000003,-3100.720000000001,-1317.8600000000006,579.5599999999977,2476.980000000003,4374.4000000000015,6271.82,8169.240000000005,10066.660000000003,11964.080000000002,13861.5,15626.919999999998,17524.340000000004,19421.760000000002,20115.18,22012.600000000006,23061.979999999996,21164.559999999998,19399.14,20173.72,20295.699999999997,22193.119999999995,22886.540000000008,24783.960000000006,26549.380000000005,28446.800000000003,30344.22,32241.64,34139.06,36036.48000000001,37933.90000000001,39831.32000000001,41728.740000000005,43626.16,45523.58,47421.0,49318.42,51215.84,53113.26000000001,55010.68000000001,56908.100000000006,58805.520000000004,60702.94,62600.36,64497.78,66395.20000000001,68292.62000000001,70190.04000000001,72087.46,73984.88,75882.3,77779.72,79677.14,81574.56,83471.98000000001,85369.4,87266.82,89164.23999999999,91061.66,92959.08000000002,94856.5,96753.92000000001,98651.34,100548.76000000001,102446.18,104343.6,106241.02000000002,108138.44,110035.86000000002,111933.28,113830.70000000001,115728.12,117625.54000000001,119522.96000000002,121420.38,123317.80000000002,125215.22,127112.64000000001,129010.06,130907.48000000001,132804.9,134570.32,136467.74000000002,138365.16,140262.58000000002,142160.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
167,144,58530,152104,162.32000000000016,2262.6400000000003,2333.039999999999,2596.7199999999993,3483.6000000000004,3300.079999999998,3676.2400000000016,3107.4399999999987,2972.880000000001,3869.2000000000007,5705.52,7673.840000000004,8570.160000000003,9334.480000000003,9153.199999999997,8895.120000000003,9791.440000000002,11891.760000000002,13728.080000000002,14624.400000000001,14316.720000000001,14141.04,13730.64,13437.680000000008,14025.999999999993,15274.320000000007,17329.359999999993,19342.960000000006,21311.280000000006,21811.600000000006,22096.079999999987,23516.240000000005,25484.560000000012,26380.880000000005,27277.20000000001,26969.520000000004,25910.15999999999,26090.160000000003,24622.48000000001,25386.800000000003,26012.87999999999,27179.440000000002,29147.76000000001,29912.08,30383.59999999999,30368.72,30322.959999999992,30561.360000000015,31193.680000000008,29726.000000000015,29673.679999999993,29286.640000000014,31041.039999999994,32151.280000000013,34119.600000000006,34883.92000000001,35648.240000000005,34999.43999999999,34367.119999999995,36105.20000000001,38073.520000000004,40173.84000000001,42142.16,44110.48000000001,44874.80000000002,46843.120000000024,44848.56,44084.23999999999,44655.919999999984,44628.40000000002,45392.72,47361.04000000001,47746.639999999985,48533.68000000002,50502.0,52602.32000000001,54570.640000000014,55234.96000000002,57335.28,58099.600000000006,60199.92000000001,62168.24000000002,64268.56000000003,66236.88,68337.20000000001,70305.52000000002,72405.84000000003,74374.16,76474.48000000001,78574.80000000002,80543.12000000002,82511.44,84611.76000000001,85376.08000000002,87344.40000000002,89312.72000000003,91413.04000000001,93249.36000000002,95217.68000000002,93574.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
119,96,104868,52548,193.85999999999967,-1374.2800000000002,-2810.42,-2097.4399999999996,-2893.2999999999993,-2566.84,-4121.019999999999,-2960.879999999999,-2499.26,-2731.4000000000015,-2000.4599999999991,-2255.6800000000003,-1591.8199999999997,-3159.9600000000028,-2995.899999999998,-3756.2400000000016,-5324.380000000001,-4347.48,-5524.6600000000035,-6979.199999999997,-6120.940000000002,-6350.919999999998,-5381.220000000001,-5745.360000000001,-6109.5,-7677.639999999999,-9113.780000000006,-9350.079999999994,-9117.939999999995,-8885.799999999996,-8653.659999999996,-7085.519999999997,-5649.379999999997,-5285.239999999998,-6462.9000000000015,-8031.040000000001,-6504.82,-6648.679999999993,-5212.539999999994,-4847.600000000006,-3280.2599999999948,-1712.1199999999953,-143.97999999999593,479.8399999999965,452.3000000000029,1888.4400000000023,3456.5800000000017,3820.720000000001,4267.139999999999,2699.0,1130.8600000000006,2102.720000000001,534.5800000000017,-1033.5600000000122,-2337.7000000000116,-1138.159999999989,-2213.9800000000105,-3782.12000000001,-5218.260000000009,-5450.400000000009,-5221.459999999992,-4078.6800000000076,-3685.179999999993,-4481.039999999994,-4319.100000000006,-5887.240000000005,-7280.619999999995,-6791.520000000004,-8359.660000000003,-9795.800000000003,-11363.940000000002,-12932.080000000002,-14368.220000000001,-15936.36,-17372.500000000015,-18940.640000000014,-20508.780000000013,-21944.920000000013,-23513.060000000012,-23745.20000000001,-25313.34000000001,-26749.48000000001,-28185.62000000001,-29753.76000000001,-31189.899999999994,-32758.040000000008,-34326.18000000002,-35762.32000000001,-37330.46000000002,-38766.600000000006,-40334.74000000002,-41902.880000000005,-43339.02000000002,-43703.16,-45271.30000000002,-46707.44,-48275.580000000016,-49711.72,-51147.860000000015,-52320.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
172,85,91586,80504,980.8800000000001,-331.7600000000002,-2046.6400000000003,-1510.4799999999996,-2159.5999999999985,-1648.7199999999993,66.15999999999985,-450.9599999999991,1263.920000000002,1642.800000000003,3225.6800000000003,3971.4399999999987,5451.440000000002,5181.68,6517.200000000001,8232.080000000002,9946.960000000003,11661.840000000004,13244.720000000001,13755.600000000006,15437.519999999997,13722.64,12007.759999999995,12964.879999999997,13490.0,15204.880000000005,15836.239999999998,16094.64,17809.520000000004,18188.4,19903.280000000006,21618.160000000003,23298.96,23711.920000000006,25294.800000000003,25805.680000000008,27256.560000000005,27767.440000000002,28969.679999999993,29861.20000000001,31576.08,33290.96000000001,35005.84000000001,34312.72,35895.600000000006,36406.48000000001,37758.64,38368.240000000005,37000.87999999999,35418.0,33703.119999999995,31988.23999999999,30405.36,28690.479999999996,27107.59999999999,25524.72,26958.160000000003,28541.040000000008,30123.920000000013,29589.199999999997,27874.319999999992,26291.439999999988,24576.559999999998,22861.679999999993,21278.79999999999,19563.92,17981.039999999994,16266.159999999989,15887.279999999999,14172.399999999994,12589.51999999999,10874.639999999985,9159.759999999995,7871.12000000001,9586.000000000015,11019.119999999995,11547.76000000001,10085.359999999986,8370.479999999981,7852.400000000023,6540.720000000001,4825.8399999999965,3242.959999999992,1528.0799999999872,-186.80000000001746,-1769.6800000000221,-3484.5599999999977,-5199.440000000002,-6782.320000000007,-8497.200000000012,-8876.080000000016,-10590.960000000021,-12173.839999999997,-13888.720000000001,-14444.399999999994,-14778.48000000001,-13686.639999999985,-11971.75999999998,-10256.879999999976,-11082.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
160,67,45908,113196,851.02,-204.03999999999996,-1789.0599999999995,-2029.92,-1780.8999999999996,-2668.119999999999,-3206.8600000000006,-1621.8400000000001,-1579.1800000000003,-3032.2000000000007,-2566.779999999999,-1565.760000000002,-1987.2599999999984,-3440.279999999999,-4893.299999999999,-6346.32,-6595.34,-7635.639999999999,-6829.380000000001,-6697.5999999999985,-6255.419999999998,-6919.559999999998,-6670.540000000001,-7317.520000000004,-7119.5,-8704.519999999997,-10198.46,-9949.440000000002,-9700.419999999998,-9832.599999999999,-10274.379999999997,-8821.36,-7368.340000000004,-5783.32,-6201.699999999997,-7786.720000000001,-8664.260000000002,-7079.239999999998,-6830.220000000001,-5245.199999999997,-4567.820000000007,-6152.8399999999965,-7473.860000000001,-9058.880000000005,-10511.899999999994,-10287.080000000002,-8702.059999999998,-7249.040000000008,-7000.020000000004,-6619.0,-5033.979999999996,-3448.9600000000064,-1863.9400000000023,-278.91999999999825,1306.1000000000058,2891.1199999999953,4344.139999999999,5929.1600000000035,6310.179999999993,7895.199999999997,9480.220000000001,11065.240000000005,12650.259999999995,14235.279999999999,15820.300000000003,17405.319999999992,18990.339999999997,20575.36,22160.380000000005,23745.399999999994,25330.42,26915.440000000002,28500.459999999992,30085.479999999996,31670.5,33255.520000000004,34840.53999999999,36425.56,38010.58,39595.600000000006,41048.619999999995,42633.64,44218.66,44599.67999999999,46184.70000000001,47769.72,49354.73999999999,50939.76000000001,52524.78,53946.20000000001,54358.82000000001,55943.84,57528.859999999986,59113.880000000005,60566.899999999994,62151.919999999984,63736.94,65321.95999999999,66906.98000000001,67288.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
134,97,109714,59904,1088.1599999999999,921.6799999999998,-768.4800000000005,-1477.3599999999997,80.80000000000109,-593.039999999999,-981.1200000000008,-780.7199999999993,-558.5599999999995,-75.60000000000218,-658.239999999998,832.0799999999981,358.08000000000175,-272.2400000000016,-1962.4000000000015,-3520.5600000000013,-5078.720000000001,-5564.880000000001,-7255.040000000001,-6870.799999999996,-5312.639999999999,-5854.479999999996,-6527.68,-8217.840000000004,-8420.0,-6729.8399999999965,-7403.68,-6917.519999999997,-6431.360000000001,-5945.199999999997,-5459.040000000001,-4047.1200000000026,-4354.719999999994,-2796.5599999999977,-1106.3999999999942,583.760000000002,2273.9200000000055,3964.0800000000017,4450.240000000005,6008.400000000009,6362.559999999998,8052.720000000001,6521.119999999995,4962.959999999992,3272.800000000003,1582.6399999999994,156.47999999999593,-1401.6800000000076,-2496.159999999989,-3578.0,-2860.1600000000035,-1889.679999999993,-1468.4800000000105,-3158.6399999999994,-4716.800000000003,-4130.960000000006,-3589.12000000001,-3216.720000000001,-1709.4400000000023,-3399.600000000006,-4070.2399999999907,-4239.919999999998,-5930.080000000002,-7488.240000000005,-8638.400000000009,-10328.560000000012,-11754.720000000001,-13444.880000000005,-14684.959999999992,-15489.200000000012,-17179.36,-18737.520000000004,-20427.680000000008,-22117.84000000001,-23676.0,-25366.160000000003,-26924.320000000007,-28614.48000000001,-30172.640000000014,-31730.800000000017,-33420.96000000002,-34979.119999999995,-35465.28,-37155.44,-38845.600000000006,-40403.76000000001,-42093.92000000001,-43784.080000000016,-45342.24000000002,-45347.600000000006,-46446.56,-48004.72,-48753.119999999995,-48762.95999999999,-48408.79999999999,-49082.639999999985,-48728.47999999998,-48242.31999999998,-48960.16,-49810.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
228,110,114544,124680,447.7800000000002,-1938.4399999999996,-1211.3400000000001,-1938.8799999999992,-3121.0999999999985,-2392.6800000000003,-537.5399999999972,911.7599999999984,1021.9799999999996,2243.800000000003,2529.5800000000017,275.3600000000006,-906.859999999997,-621.0799999999945,435.29999999999563,457.5199999999968,1507.739999999998,2689.959999999999,1351.820000000007,-41.60000000000582,1395.3800000000047,2621.1600000000035,2433.0599999999977,3615.279999999999,6001.499999999993,8387.719999999994,10773.939999999995,13160.159999999989,15546.37999999999,17932.59999999999,20318.819999999992,22705.039999999994,23420.740000000005,23337.479999999996,23992.300000000003,25569.92,27956.14,30210.359999999986,31392.579999999987,32442.79999999999,33625.01999999999,34675.23999999999,36602.54000000001,38243.67999999999,39425.899999999994,41812.119999999995,44198.34,45380.56,47766.779999999984,50152.999999999985,51335.21999999999,53721.43999999999,56107.65999999999,57289.87999999999,58727.90000000002,58749.68000000002,57567.46000000002,55313.24000000002,52927.02000000002,50672.80000000002,48286.580000000016,46032.360000000015,46841.859999999986,46971.92000000001,44585.70000000001,42331.48000000001,40077.26000000001,37823.04000000001,35568.82000000001,33182.600000000006,32132.380000000005,29746.160000000003,30163.940000000002,27777.72,28396.49999999997,28981.280000000028,30628.939999999973,30272.840000000026,27886.620000000024,25632.400000000023,23246.180000000022,20859.96000000002,18473.74000000002,16483.52000000002,14097.300000000017,11843.080000000016,9456.860000000015,7070.640000000014,4684.420000000013,6521.799999999988,8776.01999999999,9958.23999999999,11995.540000000008,9741.320000000007,9587.100000000006,7464.880000000005,8321.339999999967,8035.559999999969,9085.77999999997,10136.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
133,76,91506,63950,814.54,1027.08,-475.6199999999999,-1931.8400000000001,-2236.7000000000007,-1618.7600000000002,-2302.220000000001,-2242.3199999999997,-3790.8600000000006,-2296.6000000000004,-880.0600000000013,-535.5200000000004,130.97999999999956,1357.5599999999977,2774.0999999999985,4322.639999999999,4667.18,6215.720000000001,7764.259999999998,9312.8,10729.339999999997,12022.120000000003,11594.419999999998,11674.96,12019.5,11979.96,10563.419999999998,9014.880000000005,7598.340000000004,8721.800000000003,8990.739999999998,10407.279999999999,11388.18,11272.36,12820.900000000001,14237.440000000002,15785.979999999996,17334.519999999997,17968.940000000002,18960.4,18615.86,18448.679999999993,18058.78,16510.240000000005,15093.699999999997,13677.160000000003,12128.619999999995,10712.080000000002,9295.540000000008,7879.0,6462.460000000006,6249.919999999998,7302.619999999995,8719.160000000003,10135.699999999997,10847.76000000001,11000.779999999999,12417.319999999992,13701.86,14153.600000000006,12605.059999999998,11056.520000000004,9507.979999999996,8091.440000000002,6542.900000000009,4994.360000000001,3445.820000000007,1897.2799999999988,348.74000000000524,136.1999999999971,-1412.3399999999965,-2960.8800000000047,-4377.419999999998,-5925.959999999992,-7474.5,-9023.039999999994,-10571.580000000002,-12120.119999999995,-13668.660000000003,-12853.199999999997,-14401.73999999999,-15950.279999999999,-17498.819999999992,-19047.36,-20463.899999999994,-21880.440000000002,-23296.98000000001,-24845.51999999999,-26262.059999999998,-27810.600000000006,-29084.860000000015,-29571.679999999993,-31120.22,-32536.76000000001,-32890.70000000001,-31342.160000000003,-29793.619999999995,-28245.080000000016,-26696.540000000008,-27556.0,0-k6m3fagp4w4wspmdt23fldnwrmknse74gmxosswvaxf3ciasficpenad.onion
