0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,label
277.0,2.0,120.0,148800.0,1428.6,2917.2,4405.799999999999,5894.4,7383.0,8871.599999999999,10360.2,11848.8,13337.4,14826.0,16314.6,17803.199999999997,19291.8,20780.4,22269.0,23757.6,25246.2,26734.8,28223.4,29712.0,31200.6,32689.2,34177.8,35666.399999999994,37155.0,38643.6,40132.2,41620.8,43109.4,44598.0,46086.6,47575.2,49063.8,50552.4,52041.0,53529.6,55018.2,56506.8,57995.4,59484.0,60972.6,62461.2,63949.8,65438.4,66927.0,68415.59999999999,69904.2,71392.79999999999,72881.4,74370.0,75858.59999999999,77347.2,78835.79999999999,80324.4,81813.0,83301.59999999999,84790.2,86278.79999999999,87767.4,89256.0,90744.6,92233.2,93721.8,95210.4,96699.0,98187.6,99676.2,101164.8,102653.4,104142.0,105630.6,107119.2,108607.8,110096.4,111585.0,113073.6,114562.2,116050.8,117539.4,119028.0,120516.6,122005.2,123493.8,124982.4,126471.0,127959.6,129448.2,130936.8,132425.4,133914.0,135402.6,136891.19999999998,138379.8,139868.4,141357.0,142845.59999999998,144334.19999999998,145702.8,147191.4,148680.0,0
146.0,3.0,180.0,105718.0,878.3800000000001,1936.76,2995.1400000000003,4053.52,5111.900000000001,6170.280000000001,7228.660000000001,8287.04,9345.420000000002,10403.8,11462.18,12520.56,13578.940000000002,14637.320000000002,15695.7,16754.08,17812.460000000003,18870.840000000004,19929.22,20987.6,22045.980000000003,23104.36,24162.74,25221.120000000003,26279.500000000004,27337.880000000005,28396.26,29454.640000000003,30513.020000000004,31571.4,32629.78000000001,33688.16,34746.54,35804.920000000006,36863.3,37921.68000000001,38980.060000000005,40038.44,41096.82000000001,42155.2,43213.58,44271.96000000001,45330.34,46388.72,47447.100000000006,48505.48,49563.86000000001,50622.240000000005,51680.62,52739.00000000001,53797.380000000005,54855.76000000001,55914.14000000001,56972.52,58030.90000000001,59089.280000000006,60147.66,61206.04000000001,62264.420000000006,63322.8,64381.18000000001,65439.56000000001,66497.94,67556.32,68614.70000000001,69673.08,70731.46,71789.84000000001,72848.22,73906.6,74964.98000000001,76023.36000000002,77081.74,78140.12000000001,79198.50000000001,80256.88,81315.26000000001,82373.64000000001,83432.02,84490.40000000001,85548.78000000001,86607.16,87665.54000000001,88723.92000000001,89782.3,90840.68,91899.06,92957.44,94015.82,95074.2,96132.58000000002,97190.96,98249.34,99307.72000000002,100366.1,101424.48,102482.86000000002,103526.76,104479.62,105538.0,0
160.0,2.0,120.0,104341.0,984.01,2028.02,3072.03,4116.04,5160.05,6204.06,7248.07,8292.08,9336.09,10380.1,11424.11,12468.12,13512.13,14556.14,15600.15,16644.16,17688.17,18732.18,19776.19,20820.2,21864.21,22908.22,23952.23,24996.24,26040.25,27084.26,28128.27,29172.28,30216.29,31140.3,32184.31,33228.32,34272.33,35316.34,36360.35,37404.36,38448.37,39492.38,40536.39,41580.4,42624.41,43668.42,44712.43,45756.44,46800.45,47844.46,48888.47,49932.48,50976.49,52020.5,53064.51,54108.52,55152.53,56196.54,57240.55,58284.56,59328.57,60372.58,61416.59,62460.6,63504.61,64548.62,65592.63,66636.64,67680.65,68724.66,69768.67,70812.68,71856.69,72900.7,73944.71,74988.72,76032.73,77076.74,78120.75,79164.76,80208.77,81252.78,82296.79,83340.8,84384.81,85428.81999999999,86472.83,87516.84,88560.85,89604.86,90648.87,91692.88,92736.89,93780.9,94824.91,95868.92,96912.93,97956.94,99000.95,100044.96,101088.97,102132.98,103176.99,104221.0,0
198.0,1.0,60.0,103588.0,975.88,2011.76,3047.6400000000003,4083.52,5119.400000000001,6155.280000000001,7191.160000000001,8227.04,9262.920000000002,10298.8,11334.68,12370.56,13406.440000000002,14442.320000000002,15478.2,16514.08,17549.960000000003,18585.840000000004,19621.72,20657.6,21693.480000000003,22729.36,23765.24,24801.120000000003,25837.000000000004,26872.880000000005,27908.76,28944.640000000003,29980.520000000004,31016.4,32052.28,33088.16,34124.04,35159.920000000006,36195.8,37231.68000000001,38267.560000000005,39303.44,40339.32000000001,41375.2,42411.08,43446.96000000001,44482.84,45518.72,46554.600000000006,47590.48,48626.36000000001,49662.240000000005,50698.12,51734.00000000001,52769.880000000005,53805.76000000001,54841.64000000001,55877.52,56913.40000000001,57949.280000000006,58985.16,60021.04000000001,61056.920000000006,62092.8,63128.68000000001,64164.560000000005,65200.44000000001,66236.32,67272.20000000001,68308.08,69343.96,70379.84000000001,71415.72,72451.6,73487.48000000001,74523.36000000002,75559.24,76595.12000000001,77631.00000000001,78666.88,79702.76000000001,80738.64000000001,81774.52,82810.40000000001,83846.28000000001,84882.16,85918.04000000001,86953.92000000001,87989.8,89025.68000000001,90061.56000000001,91097.44,92133.32,93169.2,94205.08000000002,95240.96,96276.84,97312.72000000002,98348.6,99384.48,100420.36000000002,101456.24,102492.12,103528.0,0
190.0,63.0,77872.0,30961.0,1021.67,2109.34,3197.01,4152.68,4036.35,5124.02,6079.6900000000005,7167.360000000001,7400.969999999999,8006.700000000001,7589.629999999999,6501.959999999999,5414.289999999999,4458.619999999999,3809.050000000001,3619.279999999999,2795.6100000000006,2420.0600000000013,3375.730000000003,4463.4000000000015,4347.07,5434.740000000002,6390.410000000004,6274.080000000002,5842.25,4754.579999999998,3666.909999999996,2843.239999999998,1755.5699999999997,799.8999999999978,-287.7700000000041,-1375.4400000000023,-2199.1100000000006,-3286.779999999999,-4374.450000000004,-5330.120000000003,-5910.209999999999,-5606.539999999994,-4518.869999999995,-3836.800000000003,-3943.529999999999,-2960.1399999999994,-3235.810000000005,-4323.480000000003,-5411.1500000000015,-6141.179999999993,-5053.509999999995,-5726.160000000004,-6457.830000000002,-7545.5,-8633.170000000006,-9588.840000000004,-10507.489999999998,-11180.180000000008,-11536.149999999994,-10448.479999999996,-11267.190000000002,-12354.86,-13109.469999999994,-12573.799999999996,-13577.87000000001,-13713.540000000008,-14801.210000000006,-15888.880000000005,-16496.550000000003,-17452.22,-18539.89,-19627.56,-20583.23000000001,-21538.90000000001,-22626.570000000007,-23714.240000000005,-24669.910000000003,-25757.58,-26845.25,-27800.920000000013,-28756.59000000001,-29712.26000000001,-30667.930000000008,-31755.60000000001,-32843.270000000004,-33798.94,-34886.61,-35710.28,-36797.95000000001,-37885.62000000001,-38841.29000000001,-38472.96000000001,-39560.630000000005,-40648.3,-41735.97,-42691.640000000014,-43779.31000000001,-44866.98000000001,-45822.65000000001,-46910.32000000001,-47634.01,-47659.66,-46662.67,-46911.0,0
167.0,19.0,1140.0,104452.0,-103.31999999999994,-109.36000000000011,945.96,2001.28,3056.5999999999995,4111.92,5167.24,6222.56,7277.879999999999,8333.199999999999,9388.52,10443.84,11499.16,12554.48,13609.8,14665.12,15720.44,16775.76,17831.079999999998,18886.4,19941.72,20997.04,22052.36,23107.68,24163.0,25218.32,26273.64,27328.96,28384.28,29439.6,30494.92,31550.24,32605.56,33660.88,34716.2,35771.52,36826.84,37882.16,38937.48,39992.8,41048.12,42103.44,43158.76,44214.08,45269.4,46324.72,47380.03999999999,48435.36,49490.68,50546.0,51601.32,52656.64,53711.96,54767.28,55822.6,56877.92,57933.24,58988.56,60043.88,61099.2,62154.52,63209.84,64265.15999999999,65320.48,66375.8,67431.12,68486.44,69541.76,70597.08,71652.4,72707.72,73763.04,74818.36,75873.68,76929.0,77984.31999999999,79039.64,80094.95999999999,81150.28,82205.59999999999,83260.92,84316.23999999999,85371.56,86426.87999999999,87482.2,88537.51999999999,89592.84,90648.16,91703.48,92758.8,93814.12,94869.44,95924.76,96980.08,98035.4,99090.72,100146.04,101201.36,102256.68,103312.0,0
182.0,1.0,60.0,118920.0,1129.2,2318.4,3507.6000000000004,4696.8,5886.0,7075.200000000001,8264.4,9453.6,10642.8,11832.0,13021.2,14210.4,15399.6,16588.8,17778.0,18967.2,20156.4,21345.6,22534.8,23724.0,24913.2,26102.4,27291.6,28480.800000000003,29670.0,30859.2,32048.4,33237.6,34426.8,35616.0,36805.2,37994.4,39183.6,40372.8,41562.0,42751.2,43940.4,45129.6,46318.8,47508.0,48697.2,49886.4,51075.6,52264.8,53454.0,54643.2,55832.4,57021.600000000006,58210.8,59400.0,60589.2,61778.4,62967.600000000006,64156.8,65346.0,66535.2,67724.40000000001,68913.6,70102.8,71292.0,72481.2,73670.40000000001,74859.6,76048.8,77238.0,78427.2,79616.40000000001,80805.6,81994.8,83184.0,84373.2,85562.40000000001,86751.6,87940.8,89130.0,90319.2,91508.4,92697.6,93886.8,95076.0,96265.2,97454.4,98643.6,99832.8,101022.0,102211.2,103400.4,104589.6,105778.8,106968.0,108157.2,109346.4,110535.6,111724.8,112914.0,114103.2,115292.4,116481.6,117670.8,118860.0,0
85.0,66.0,22916.0,83698.0,-1530.12,-1917.76,-2182.36,-2038.48,-2966.5999999999995,-2581.2800000000007,-1653.1600000000008,-593.0400000000009,335.0799999999981,1395.199999999999,2323.32,3312.5600000000013,3239.5599999999977,3732.3200000000015,2804.2000000000007,3080.0800000000017,3223.9600000000028,3367.840000000004,3316.279999999999,4244.399999999998,5304.519999999997,6364.639999999999,7292.759999999998,8352.879999999997,9412.999999999996,10341.119999999995,11401.239999999998,12461.359999999995,13521.479999999996,14581.6,15641.719999999994,16437.839999999997,15910.04,14849.920000000006,13921.800000000005,14329.680000000008,14690.439999999997,15750.559999999998,16810.679999999993,17738.799999999996,18798.92,19859.039999999997,20919.16,21847.28,21703.399999999998,22763.52,23823.639999999992,24751.759999999995,25811.88,26871.999999999996,27800.119999999995,28860.23999999999,29920.359999999997,30848.48,31908.59999999999,32968.719999999994,33896.84,34824.95999999999,34206.920000000006,34537.2,35597.31999999999,36657.43999999999,37602.44,36542.32000000001,35482.20000000001,34554.08,34014.03999999999,34165.84000000001,34441.72,34522.399999999994,35582.51999999999,36642.63999999999,37702.76,38498.87999999999,39558.99999999999,40580.880000000005,41547.23999999999,41488.640000000014,42331.48,43391.59999999999,44319.71999999999,45379.84,46439.95999999999,47368.07999999999,48428.2,49488.31999999999,50416.43999999999,51476.56,52536.67999999999,53464.79999999999,54524.919999999984,55585.03999999999,55309.15999999999,56237.279999999984,57297.4,58357.51999999999,59285.63999999999,60345.76,61165.87999999999,60782.0,0
220.0,1.0,60.0,117082.0,1110.82,2281.64,3452.46,4623.28,5794.099999999999,6964.92,8135.74,9306.56,10477.38,11648.2,12819.02,13989.84,15160.66,16331.48,17502.3,18673.12,19843.94,21014.76,22185.58,23356.4,24527.22,25698.04,26868.86,28039.68,29210.5,30381.32,31552.14,32722.96,33893.78,35064.6,36235.42,37406.24,38577.06,39747.88,40918.7,42089.52,43260.34,44431.16,45601.98,46772.8,47943.62,49114.44,50285.26,51456.08,52626.9,53797.72,54968.53999999999,56139.36,57310.18,58481.0,59651.82,60822.64,61993.46,63164.28,64335.1,65505.92,66676.73999999999,67847.56,69018.37999999999,70189.2,71360.01999999999,72530.84,73701.65999999999,74872.48,76043.3,77214.12,78384.94,79555.76,80726.58,81897.4,83068.22,84239.04,85409.86,86580.68,87751.5,88922.31999999999,90093.14,91263.96,92434.78,93605.6,94776.42,95947.24,97118.06,98288.88,99459.7,100630.52,101801.34,102972.16,104142.98,105313.8,106484.62,107655.44,108826.26,109997.08,111167.9,112338.72,113509.54,114680.36,115851.18,117022.0,0
143.0,2.0,120.0,102926.0,969.86,1999.72,3029.58,4059.44,5089.299999999999,6119.16,7029.02,8058.879999999999,9088.74,10118.6,11148.46,12178.32,13208.179999999998,14238.04,15267.899999999998,16297.759999999998,17327.62,18357.48,19387.34,20417.2,21447.06,22476.92,23506.78,24536.64,25566.5,26596.36,27626.22,28656.08,29685.94,30715.8,31745.66,32775.52,33805.38,34835.24,35865.1,36894.96,37924.82,38954.67999999999,39984.53999999999,41014.4,42044.26,43074.12,44103.98,45133.84,46163.7,47193.56,48223.42,49253.28,50283.13999999999,51312.99999999999,52342.85999999999,53372.72,54402.58,55432.44,56462.3,57492.16,58522.02,59551.88,60581.73999999999,61611.59999999999,62641.45999999999,63671.31999999999,64701.17999999999,65731.04,66760.9,67790.76,68820.62,69850.48,70880.34,71910.2,72940.06,73969.92,74999.78,76029.64,77059.49999999999,78089.35999999999,79119.21999999999,80149.07999999999,81178.93999999999,82208.79999999999,83238.65999999999,84268.51999999999,85298.37999999999,86328.23999999999,87358.09999999999,88387.95999999999,89417.81999999999,90447.68,91477.54,92507.4,93537.26,94567.12,95596.98,96626.84,97656.7,98686.56,99716.41999999998,100746.27999999998,101776.13999999998,102806.0,0
